,ASN,AS_rank_numberAsns,AS_rank_numberPrefixes,AS_rank_numberAddresses,AS_rank_total,AS_rank_customer,AS_rank_peer,AS_rank_provider,peeringDB_ix_count,peeringDB_fac_count,AS_hegemony,cti_top,cti_origin,AS_rank_continent_Africa,AS_rank_continent_Asia,AS_rank_continent_Europe,AS_rank_continent_None,AS_rank_continent_North America,AS_rank_continent_Oceania,AS_rank_continent_South America,peeringDB_info_ratio_Balanced,peeringDB_info_ratio_Heavy Inbound,peeringDB_info_ratio_Heavy Outbound,peeringDB_info_ratio_Mostly Inbound,peeringDB_info_ratio_Mostly Outbound,peeringDB_info_ratio_None,peeringDB_info_ratio_Not Disclosed,peeringDB_info_scope_Africa,peeringDB_info_scope_Asia Pacific,peeringDB_info_scope_Australia,peeringDB_info_scope_Europe,peeringDB_info_scope_Global,peeringDB_info_scope_Middle East,peeringDB_info_scope_None,peeringDB_info_scope_North America,peeringDB_info_scope_Not Disclosed,peeringDB_info_scope_Regional,peeringDB_info_scope_South America,peeringDB_info_type_Cable/DSL/ISP,peeringDB_info_type_Content,peeringDB_info_type_Educational/Research,peeringDB_info_type_Enterprise,peeringDB_info_type_Government,peeringDB_info_type_NSP,peeringDB_info_type_Network Services,peeringDB_info_type_Non-Profit,peeringDB_info_type_None,peeringDB_info_type_Not Disclosed,peeringDB_info_type_Route Collector,peeringDB_info_type_Route Server,peeringDB_policy_general_No,peeringDB_policy_general_None,peeringDB_policy_general_Open,peeringDB_policy_general_Restrictive,peeringDB_policy_general_Selective,"ASDB_C1L1_Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",ASDB_C1L1_Community Groups and Nonprofits,ASDB_C1L1_Computer and Information Technology,ASDB_C1L1_Construction and Real Estate,ASDB_C1L1_Education and Research,ASDB_C1L1_Finance and Insurance,"ASDB_C1L1_Freight, Shipment, and Postal Services",ASDB_C1L1_Government and Public Administration,ASDB_C1L1_Health Care Services,ASDB_C1L1_Manufacturing,"ASDB_C1L1_Media, Publishing, and Broadcasting","ASDB_C1L1_Museums, Libraries, and Entertainment",ASDB_C1L1_None,ASDB_C1L1_Other,"ASDB_C1L1_Retail Stores, Wholesale, and E-commerce Sites",ASDB_C1L1_Service,ASDB_C1L1_Travel and Accommodation,ASDB_C1L1_Utilities (Excluding Internet Service)
46955,50257,0.1593163118999516,0.2672493559589894,0.4152955587882053,0.271157034321985,0.2368254943159852,0.0,0.3286015831816775,0.0,0.0,1.1629329554659896e-05,0.0008654126871585,0.0466610942589476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46998,50300,0.2279301127539699,0.4154358829633455,0.5613923381046146,0.6779296294604824,0.3005595704842305,0.6919799402727553,0.3658264750198675,0.244650542118226,0.3859916093296694,3.714400659126095e-05,1.0426658881428036e-05,0.0025111473957894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47002,50304,0.2539012338928325,0.4468717245170143,0.6026010008851698,0.6830556576592208,0.3665945125585824,0.6958716051363412,0.1415209988221526,0.5,0.5167705333521739,0.000119344526321,7.298661216999624e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47007,50309,0.2175006027711364,0.3185502002514547,0.515103846112624,0.476801219635597,0.3084170988478205,0.4624280413351938,0.2830419976443053,0.316206238578358,0.4430998751828208,6.502793037493138e-05,0.0003857863786128,0.0013977459669599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47038,50340,0.1773641022395865,0.4430661348709809,0.5766294609546327,0.3848021662651253,0.2730938677120423,0.3034256298682144,0.4701225820038303,0.366975813177339,0.1043096601296808,0.0001924706330665,0.0035554906785669,4.972177708185203e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47058,50360,0.1994528124315015,0.2783719632706641,0.4357662376063522,0.3322232145864533,0.3005595704842305,0.1230948841104959,0.3658264750198675,0.193880967519245,0.0,1.567566647017851e-05,7.298661216999624e-05,0.0218671579973648,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47172,50475,0.0401365005315499,0.1539025328773955,0.3490838041890626,0.1756244691518812,0.0789418314386617,0.0776642248977423,0.2243054761977148,0.122325271059113,0.0,8.046524283519468e-07,6.255995328856821e-05,0.0021206301626071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47206,50509,0.3892066627733188,0.5170176453435775,0.6177785082370226,0.5430692385647755,0.4477916451943071,0.5029328175604028,0.3972996726178786,0.4063557546459795,0.3971438979128963,0.0008596447424571,0.0002815197897985,0.0003322305363133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47292,50597,0.2058414025620549,0.3465314319616072,0.4782521224160654,0.3154020429805729,0.3084170988478205,0.0776642248977423,0.2243054761977148,0.122325271059113,0.1043096601296808,2.9880702917212302e-05,1.0426658881428036e-05,0.161215177871029,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47365,50670,0.1240094906945902,0.3485592704178817,0.4729716072375404,0.2512618110396803,0.204061674007191,0.0,0.3286015831816775,0.0,0.0,2.124110175070352e-05,0.0059953288568211,0.1474387096135322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47368,50673,0.449207312683006,0.6101753121789659,0.6662620610947053,0.6836798058892206,0.551699568521125,0.6693402299028542,0.4245629964664579,0.2840304835868664,0.3465091905529391,0.0006349649042644,6.255995328856821e-05,4.972177708185203e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47380,50685,0.0,0.195320522022628,0.3779168146258848,0.1198823505463869,0.0,0.0,0.2243054761977148,0.0,0.0,5.231721031746087e-06,0.0005421862618342,0.0287336677357015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47405,50710,0.241764978349691,0.5246853329962274,0.6051243191894597,0.3213019456489204,0.3084170988478205,0.1230948841104959,0.2243054761977148,0.0,0.1653268997685129,0.0006078586742337,0.0198732118280018,0.8292164555865126,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47635,50941,0.0,0.2565042214623259,0.4184027327170786,0.1756244691518812,0.0,0.0,0.3286015831816775,0.0,0.0,1.207358794528172e-05,0.0003023731075614,0.0040390652669267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47667,50973,0.241764978349691,0.429869184876774,0.6784546288545094,0.1756244691518812,0.1578836628773235,0.0,0.1415209988221526,0.0,0.0,5.533936351254117e-05,0.0125119906577136,0.1880191272561722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47712,51018,0.0401365005315499,0.3657382379692101,0.4798871959978363,0.151274683775598,0.0789418314386617,0.0,0.2243054761977148,0.0,0.1043096601296808,3.180209826240174e-05,0.0006777328272928,0.2949556800026696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47783,51090,0.0686138008540183,0.1704177159465821,0.3607883795431301,0.2123408640400663,0.1251198425685293,0.0,0.3286015831816775,0.122325271059113,0.0,2.6184356225103327e-06,0.0002710931309171,0.0487670765092156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47860,51167,0.1240094906945902,0.4547402331863365,0.5870170346497406,0.5158602079161719,0.204061674007191,0.5193018807220301,0.3658264750198675,0.193880967519245,0.0,0.0004642720029483,6.255995328856821e-05,9.944241968592691e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47918,51225,0.0686138008540183,0.6150478556320009,0.7635764305247326,0.151274683775598,0.1251198425685293,0.0,0.1415209988221526,0.122325271059113,0.0,2.0120390692524507e-06,0.0004274930141385,0.0336908698688808,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47962,51269,0.1240094906945902,0.4411827896458136,0.5400613702462319,0.4268862801915615,0.204061674007191,0.4160901237880091,0.3286015831816775,0.193880967519245,0.2928342377832154,1.3771822674391344e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48029,51336,0.0686138008540183,0.3252396578355691,0.4829946735767368,0.151274683775598,0.0789418314386617,0.0,0.2243054761977148,0.122325271059113,0.1043096601296808,2.7769499791051387e-05,0.0007611460983442,0.2514767023900983,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48039,51346,0.241764978349691,0.4366600975468976,0.5396175956603864,0.3213019456489204,0.3226718026257777,0.0,0.2243054761977148,0.0,0.0,0.0001050242782006,0.0010843725236685,0.2488752235971129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48068,51375,0.2118425605337323,0.4798243289394421,0.5915459950638747,0.4467815034738662,0.204061674007191,0.4360620880689312,0.3972996726178786,0.316206238578358,0.1043096601296808,0.0002653166425415,0.0009175459815656,0.6680245850007424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48098,51405,0.0,0.0513008442924651,0.2585670392805714,0.075637341887799,0.0,0.0,0.1415209988221526,0.2840304835868664,0.2696365598981937,4.021963124715737e-07,0.0001772532009842,0.0203605132535284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48100,51407,0.1687509512952554,0.4148936719400817,0.5456721137309208,0.4873271199592812,0.2622390877179529,0.4807279266184263,0.3658264750198675,0.193880967519245,0.1043096601296808,0.0001844023286301,0.0033156775242941,0.5550579337578412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48123,51430,0.0907025110459333,0.2992321823917405,0.4642896901067637,0.4025364948152783,0.1578836628773235,0.3883211244887116,0.3658264750198675,0.244650542118226,0.2928342377832154,3.0184892640350848e-05,0.0009696792759728,4.972177708185203e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48224,51531,0.0401365005315499,0.195320522022628,0.4302784762262468,0.4449474835284661,0.0789418314386617,0.4490048210059263,0.2830419976443053,0.366975813177339,0.0,1.603549205566985e-05,9.383992993285231e-05,0.0005140473136732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48252,51559,0.1852874330388142,0.4056301632828699,0.5139579932895577,0.3213019456489204,0.2830035054458528,0.1553284497954846,0.3286015831816775,0.2840304835868664,0.2696365598981937,8.572888745795678e-05,0.0003753597197314,0.0433930288186833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48456,51765,0.1240094906945902,0.3437382146714055,0.4933920690142396,0.271157034321985,0.204061674007191,0.1230948841104959,0.3286015831816775,0.0,0.0,5.755057761764281e-05,0.0002502398131542,1.4916192786302556e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48655,51964,0.2058414025620549,0.4706814338329072,0.6850285152909528,0.346794376209784,0.3084170988478205,0.0,0.4701225820038303,0.0,0.0,0.0036547280496427,1.0426658881428036e-05,0.4897950414639479,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48946,52260,0.0,0.274846941177697,0.4782521224160654,0.151274683775598,0.0,0.0,0.2830419976443053,0.0,0.0,4.53004738684011e-05,0.0005526129207156,0.6353532108595932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48965,52280,0.0,0.1026016885849303,0.3230272028833769,0.075637341887799,0.0,0.0,0.1415209988221526,0.0,0.2421995304232581,3.9565198594455794e-06,4.1706635525712144e-05,0.007474564059466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48971,52286,0.1087503013855682,0.3205239565177785,0.4841085504186412,0.195519692434186,0.1832972562792912,0.0,0.1415209988221526,0.122325271059113,0.0,2.965879146661053e-05,0.0017412520331984,0.2979757351763368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49004,52320,0.7529716944972751,0.8059376041117451,0.825856583931212,0.8037694150317178,0.5278445975314207,0.8172281385482049,0.4486109523954297,0.4657357228589445,0.4349634596667066,0.0236702244436971,8.341327105142429e-05,0.0068103971935206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49014,52330,0.0,0.1898356817940099,0.3741882779986565,0.1198823505463869,0.0,0.0,0.2243054761977148,0.0,0.0,4.82928035043193e-06,1.0426658881428036e-05,0.0038973307082228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49145,52468,0.5159508243472406,0.642040687154965,0.71326776744224,0.5895488976988081,0.5882122516041512,0.3883211244887116,0.578461823942182,0.4063557546459795,0.3306537995370258,0.0011944576890998,8.341327105142429e-05,0.1729841296152091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
